     0.360 -32.6690 -32.6807 -32.6938 -32.7085 -32.7249 -32.7435 -32.7646 -32.7888 -32.8165 -32.8484 -32.8849 -32.9266 -32.9739 -33.0268 -33.0854 -33.1491 -33.2174 -33.2894 -33.3640 -33.4400 -33.5165 -33.5924 -33.6669 -33.7392 -33.8088 -33.8753 -33.9385 -33.9981 -34.0542 -34.1068 -34.1558 -34.2015 -34.2439 -34.2832 -34.3195 -34.3530 -34.3840 -34.4125 -34.4388 -34.4630 -34.4853 -34.5059 -34.5248 -34.5422 -34.5582 -34.5731 -34.5867 -34.5994 -34.6111 -34.6220 -34.6321 -34.6414 -34.6501 -34.6583 -34.6658 -34.6729 -34.6796 -34.6858 -34.6916 -34.6971 -34.7022 -34.7071 -34.7117 -34.7160
     0.450 -32.2690 -32.2807 -32.2938 -32.3085 -32.3249 -32.3435 -32.3646 -32.3888 -32.4165 -32.4484 -32.4849 -32.5266 -32.5739 -32.6268 -32.6854 -32.7491 -32.8174 -32.8894 -32.9640 -33.0400 -33.1165 -33.1924 -33.2669 -33.3392 -33.4088 -33.4753 -33.5385 -33.5981 -33.6542 -33.7068 -33.7558 -33.8015 -33.8439 -33.8832 -33.9195 -33.9530 -33.9840 -34.0125 -34.0388 -34.0630 -34.0853 -34.1059 -34.1248 -34.1422 -34.1582 -34.1731 -34.1867 -34.1994 -34.2111 -34.2220 -34.2321 -34.2414 -34.2501 -34.2583 -34.2658 -34.2729 -34.2796 -34.2858 -34.2916 -34.2971 -34.3022 -34.3071 -34.3117 -34.3160
     0.580 -31.9690 -31.9807 -31.9938 -32.0085 -32.0249 -32.0435 -32.0646 -32.0888 -32.1165 -32.1484 -32.1849 -32.2266 -32.2739 -32.3268 -32.3854 -32.4491 -32.5174 -32.5894 -32.6640 -32.7400 -32.8165 -32.8924 -32.9669 -33.0392 -33.1088 -33.1753 -33.2385 -33.2981 -33.3542 -33.4068 -33.4558 -33.5015 -33.5439 -33.5832 -33.6195 -33.6530 -33.6840 -33.7125 -33.7388 -33.7630 -33.7853 -33.8059 -33.8248 -33.8422 -33.8582 -33.8731 -33.8867 -33.8994 -33.9111 -33.9220 -33.9321 -33.9414 -33.9501 -33.9583 -33.9658 -33.9729 -33.9796 -33.9858 -33.9916 -33.9971 -34.0022 -34.0071 -34.0117 -34.0160
     0.750 -31.6690 -31.6807 -31.6938 -31.7085 -31.7249 -31.7435 -31.7646 -31.7888 -31.8165 -31.8484 -31.8849 -31.9266 -31.9739 -32.0268 -32.0854 -32.1491 -32.2174 -32.2894 -32.3640 -32.4400 -32.5165 -32.5924 -32.6669 -32.7392 -32.8088 -32.8753 -32.9385 -32.9981 -33.0542 -33.1068 -33.1558 -33.2015 -33.2439 -33.2832 -33.3195 -33.3530 -33.3840 -33.4125 -33.4388 -33.4630 -33.4853 -33.5059 -33.5248 -33.5422 -33.5582 -33.5731 -33.5867 -33.5994 -33.6111 -33.6220 -33.6321 -33.6414 -33.6501 -33.6583 -33.6658 -33.6729 -33.6796 -33.6858 -33.6916 -33.6971 -33.7022 -33.7071 -33.7117 -33.7160
     1.000 -31.4690 -31.4807 -31.4938 -31.5085 -31.5249 -31.5435 -31.5646 -31.5888 -31.6165 -31.6484 -31.6849 -31.7266 -31.7739 -31.8268 -31.8854 -31.9491 -32.0174 -32.0894 -32.1640 -32.2400 -32.3165 -32.3924 -32.4669 -32.5392 -32.6088 -32.6753 -32.7385 -32.7981 -32.8542 -32.9068 -32.9558 -33.0015 -33.0439 -33.0832 -33.1195 -33.1530 -33.1840 -33.2125 -33.2388 -33.2630 -33.2853 -33.3059 -33.3248 -33.3422 -33.3582 -33.3731 -33.3867 -33.3994 -33.4111 -33.4220 -33.4321 -33.4414 -33.4501 -33.4583 -33.4658 -33.4729 -33.4796 -33.4858 -33.4916 -33.4971 -33.5022 -33.5071 -33.5117 -33.5160
     1.280 -31.2990 -31.3107 -31.3238 -31.3385 -31.3549 -31.3735 -31.3946 -31.4188 -31.4465 -31.4784 -31.5149 -31.5566 -31.6039 -31.6568 -31.7154 -31.7791 -31.8474 -31.9194 -31.9940 -32.0700 -32.1465 -32.2224 -32.2969 -32.3692 -32.4388 -32.5053 -32.5685 -32.6281 -32.6842 -32.7368 -32.7858 -32.8315 -32.8739 -32.9132 -32.9495 -32.9830 -33.0140 -33.0425 -33.0688 -33.0930 -33.1153 -33.1359 -33.1548 -33.1722 -33.1882 -33.2031 -33.2167 -33.2294 -33.2411 -33.2520 -33.2621 -33.2714 -33.2801 -33.2883 -33.2958 -33.3029 -33.3096 -33.3158 -33.3216 -33.3271 -33.3322 -33.3371 -33.3417 -33.3460
     1.650 -31.1490 -31.1607 -31.1738 -31.1885 -31.2049 -31.2235 -31.2446 -31.2688 -31.2965 -31.3284 -31.3649 -31.4066 -31.4539 -31.5068 -31.5654 -31.6291 -31.6974 -31.7694 -31.8440 -31.9200 -31.9965 -32.0724 -32.1469 -32.2192 -32.2888 -32.3553 -32.4185 -32.4781 -32.5342 -32.5868 -32.6358 -32.6815 -32.7239 -32.7632 -32.7995 -32.8330 -32.8640 -32.8925 -32.9188 -32.9430 -32.9653 -32.9859 -33.0048 -33.0222 -33.0382 -33.0531 -33.0667 -33.0794 -33.0911 -33.1020 -33.1121 -33.1214 -33.1301 -33.1383 -33.1458 -33.1529 -33.1596 -33.1658 -33.1716 -33.1771 -33.1822 -33.1871 -33.1917 -33.1960
     2.120 -31.0190 -31.0307 -31.0438 -31.0585 -31.0749 -31.0935 -31.1146 -31.1388 -31.1665 -31.1984 -31.2349 -31.2766 -31.3239 -31.3768 -31.4354 -31.4991 -31.5674 -31.6394 -31.7140 -31.7900 -31.8665 -31.9424 -32.0169 -32.0892 -32.1588 -32.2253 -32.2885 -32.3481 -32.4042 -32.4568 -32.5058 -32.5515 -32.5939 -32.6332 -32.6695 -32.7030 -32.7340 -32.7625 -32.7888 -32.8130 -32.8353 -32.8559 -32.8748 -32.8922 -32.9082 -32.9231 -32.9367 -32.9494 -32.9611 -32.9720 -32.9821 -32.9914 -33.0001 -33.0083 -33.0158 -33.0229 -33.0296 -33.0358 -33.0416 -33.0471 -33.0522 -33.0571 -33.0617 -33.0660
     2.700 -30.8690 -30.8807 -30.8938 -30.9085 -30.9249 -30.9435 -30.9646 -30.9888 -31.0165 -31.0484 -31.0849 -31.1266 -31.1739 -31.2268 -31.2854 -31.3491 -31.4174 -31.4894 -31.5640 -31.6400 -31.7165 -31.7924 -31.8669 -31.9392 -32.0088 -32.0753 -32.1385 -32.1981 -32.2542 -32.3068 -32.3558 -32.4015 -32.4439 -32.4832 -32.5195 -32.5530 -32.5840 -32.6125 -32.6388 -32.6630 -32.6853 -32.7059 -32.7248 -32.7422 -32.7582 -32.7731 -32.7867 -32.7994 -32.8111 -32.8220 -32.8321 -32.8414 -32.8501 -32.8583 -32.8658 -32.8729 -32.8796 -32.8858 -32.8916 -32.8971 -32.9022 -32.9071 -32.9117 -32.9160
     3.200 -30.7190 -30.7307 -30.7438 -30.7585 -30.7749 -30.7935 -30.8146 -30.8388 -30.8665 -30.8984 -30.9349 -30.9766 -31.0239 -31.0768 -31.1354 -31.1991 -31.2674 -31.3394 -31.4140 -31.4900 -31.5665 -31.6424 -31.7169 -31.7892 -31.8588 -31.9253 -31.9885 -32.0481 -32.1042 -32.1568 -32.2058 -32.2515 -32.2939 -32.3332 -32.3695 -32.4030 -32.4340 -32.4625 -32.4888 -32.5130 -32.5353 -32.5559 -32.5748 -32.5922 -32.6082 -32.6231 -32.6367 -32.6494 -32.6611 -32.6720 -32.6821 -32.6914 -32.7001 -32.7083 -32.7158 -32.7229 -32.7296 -32.7358 -32.7416 -32.7471 -32.7522 -32.7571 -32.7617 -32.7660
