     0.360 -28.5761 -28.5934 -28.6121 -28.6331 -28.6566 -28.6834 -28.7139 -28.7488 -28.7882 -28.8342 -28.8856 -28.9445 -29.0109 -29.0853 -29.1671 -29.2569 -29.3537 -29.4560 -29.5622 -29.6715 -29.7824 -29.8925 -30.0008 -30.1059 -30.2058 -30.3004 -30.3890 -30.4705 -30.5457 -30.6138 -30.6758 -30.7320 -30.7824 -30.8280 -30.8696 -30.9067 -30.9406 -30.9714 -30.9994 -31.0248 -31.0482 -31.0694 -31.0887 -31.1067 -31.1228 -31.1379 -31.1518 -31.1644 -31.1765 -31.1874 -31.1976 -31.2070 -31.2157 -31.2239 -31.2314 -31.2384 -31.2450 -31.2514 -31.2571 -31.2628 -31.2680 -31.2728 -31.2774 -31.2818
     0.450 -28.6933 -28.7106 -28.7293 -28.7502 -28.7738 -28.8006 -28.8311 -28.8660 -28.9054 -28.9513 -29.0027 -29.0616 -29.1281 -29.2025 -29.2843 -29.3741 -29.4708 -29.5731 -29.6794 -29.7887 -29.8996 -30.0097 -30.1180 -30.2230 -30.3230 -30.4176 -30.5061 -30.5876 -30.6629 -30.7310 -30.7930 -30.8491 -30.8996 -30.9452 -30.9868 -31.0238 -31.0578 -31.0885 -31.1165 -31.1420 -31.1654 -31.1865 -31.2059 -31.2238 -31.2400 -31.2550 -31.2689 -31.2816 -31.2936 -31.3046 -31.3147 -31.3242 -31.3328 -31.3410 -31.3486 -31.3556 -31.3622 -31.3686 -31.3742 -31.3799 -31.3851 -31.3899 -31.3945 -31.3989
     0.580 -28.8035 -28.8208 -28.8395 -28.8604 -28.8840 -28.9108 -28.9413 -28.9762 -29.0156 -29.0616 -29.1130 -29.1719 -29.2383 -29.3127 -29.3945 -29.4843 -29.5810 -29.6833 -29.7896 -29.8989 -30.0098 -30.1199 -30.2282 -30.3333 -30.4332 -30.5278 -30.6163 -30.6979 -30.7731 -30.8412 -30.9032 -30.9593 -31.0098 -31.0554 -31.0970 -31.1341 -31.1680 -31.1988 -31.2268 -31.2522 -31.2756 -31.2968 -31.3161 -31.3340 -31.3502 -31.3653 -31.3791 -31.3918 -31.4039 -31.4148 -31.4249 -31.4344 -31.4431 -31.4512 -31.4588 -31.4658 -31.4724 -31.4788 -31.4845 -31.4902 -31.4953 -31.5001 -31.5047 -31.5091
     0.750 -28.8760 -28.8933 -28.9120 -28.9330 -28.9565 -28.9833 -29.0138 -29.0487 -29.0881 -29.1341 -29.1855 -29.2444 -29.3108 -29.3852 -29.4670 -29.5568 -29.6535 -29.7559 -29.8621 -29.9714 -30.0823 -30.1924 -30.3007 -30.4058 -30.5057 -30.6003 -30.6888 -30.7704 -30.8456 -30.9137 -30.9757 -31.0319 -31.0823 -31.1279 -31.1695 -31.2066 -31.2405 -31.2713 -31.2993 -31.3247 -31.3481 -31.3693 -31.3886 -31.4065 -31.4227 -31.4378 -31.4516 -31.4643 -31.4764 -31.4873 -31.4975 -31.5069 -31.5156 -31.5238 -31.5313 -31.5383 -31.5449 -31.5513 -31.5570 -31.5627 -31.5679 -31.5727 -31.5773 -31.5817
     1.000 -28.9585 -28.9758 -28.9945 -29.0154 -29.0390 -29.0657 -29.0963 -29.1312 -29.1706 -29.2165 -29.2679 -29.3268 -29.3933 -29.4677 -29.5494 -29.6392 -29.7360 -29.8383 -29.9446 -30.0539 -30.1648 -30.2749 -30.3832 -30.4882 -30.5882 -30.6828 -30.7713 -30.8528 -30.9281 -30.9962 -31.0582 -31.1143 -31.1648 -31.2104 -31.2520 -31.2890 -31.3230 -31.3537 -31.3817 -31.4072 -31.4306 -31.4517 -31.4711 -31.4890 -31.5052 -31.5202 -31.5341 -31.5468 -31.5588 -31.5698 -31.5799 -31.5894 -31.5980 -31.6062 -31.6138 -31.6208 -31.6274 -31.6338 -31.6394 -31.6451 -31.6503 -31.6551 -31.6597 -31.6641
     1.280 -28.9869 -29.0042 -29.0229 -29.0438 -29.0674 -29.0942 -29.1247 -29.1596 -29.1990 -29.2450 -29.2964 -29.3553 -29.4217 -29.4961 -29.5779 -29.6677 -29.7644 -29.8667 -29.9730 -30.0823 -30.1932 -30.3033 -30.4116 -30.5166 -30.6166 -30.7112 -30.7997 -30.8813 -30.9565 -31.0246 -31.0866 -31.1427 -31.1932 -31.2388 -31.2804 -31.3175 -31.3514 -31.3822 -31.4101 -31.4356 -31.4590 -31.4801 -31.4995 -31.5174 -31.5336 -31.5487 -31.5625 -31.5752 -31.5872 -31.5982 -31.6083 -31.6178 -31.6265 -31.6346 -31.6422 -31.6492 -31.6558 -31.6622 -31.6679 -31.6735 -31.6787 -31.6835 -31.6881 -31.6925
     1.650 -28.9262 -28.9436 -28.9622 -28.9832 -29.0067 -29.0335 -29.0641 -29.0989 -29.1383 -29.1843 -29.2357 -29.2946 -29.3610 -29.4354 -29.5172 -29.6070 -29.7038 -29.8061 -29.9123 -30.0216 -30.1326 -30.2426 -30.3509 -30.4560 -30.5559 -30.6505 -30.7391 -30.8206 -30.8958 -30.9640 -31.0259 -31.0821 -31.1325 -31.1782 -31.2198 -31.2568 -31.2907 -31.3215 -31.3495 -31.3750 -31.3983 -31.4195 -31.4388 -31.4568 -31.4729 -31.4880 -31.5019 -31.5146 -31.5266 -31.5375 -31.5477 -31.5571 -31.5658 -31.5740 -31.5815 -31.5885 -31.5951 -31.6015 -31.6072 -31.6129 -31.6181 -31.6229 -31.6275 -31.6319
     2.120 -28.8074 -28.8247 -28.8434 -28.8643 -28.8879 -28.9146 -28.9452 -28.9801 -29.0195 -29.0654 -29.1168 -29.1757 -29.2421 -29.3166 -29.3983 -29.4881 -29.5849 -29.6872 -29.7935 -29.9028 -30.0137 -30.1238 -30.2320 -30.3371 -30.4371 -30.5317 -30.6202 -30.7017 -30.7770 -30.8451 -30.9071 -30.9632 -31.0136 -31.0593 -31.1009 -31.1379 -31.1719 -31.2026 -31.2306 -31.2561 -31.2795 -31.3006 -31.3200 -31.3379 -31.3541 -31.3691 -31.3830 -31.3957 -31.4077 -31.4187 -31.4288 -31.4383 -31.4469 -31.4551 -31.4627 -31.4697 -31.4763 -31.4826 -31.4883 -31.4940 -31.4992 -31.5040 -31.5086 -31.5130
     2.700 -28.7396 -28.7570 -28.7756 -28.7966 -28.8201 -28.8469 -28.8775 -28.9123 -28.9517 -28.9977 -29.0491 -29.1080 -29.1744 -29.2488 -29.3306 -29.4204 -29.5172 -29.6195 -29.7257 -29.8350 -29.9460 -30.0560 -30.1643 -30.2694 -30.3693 -30.4639 -30.5525 -30.6340 -30.7092 -30.7773 -30.8393 -30.8955 -30.9459 -30.9916 -31.0332 -31.0702 -31.1041 -31.1349 -31.1629 -31.1883 -31.2117 -31.2329 -31.2522 -31.2702 -31.2863 -31.3014 -31.3153 -31.3280 -31.3400 -31.3509 -31.3611 -31.3705 -31.3792 -31.3874 -31.3949 -31.4019 -31.4085 -31.4149 -31.4206 -31.4263 -31.4315 -31.4363 -31.4409 -31.4453
     3.200 -28.7127 -28.7301 -28.7487 -28.7697 -28.7932 -28.8200 -28.8506 -28.8854 -28.9248 -28.9708 -29.0222 -29.0811 -29.1475 -29.2219 -29.3037 -29.3935 -29.4903 -29.5926 -29.6988 -29.8081 -29.9191 -30.0291 -30.1374 -30.2425 -30.3424 -30.4370 -30.5256 -30.6071 -30.6823 -30.7505 -30.8124 -30.8686 -30.9190 -30.9647 -31.0063 -31.0433 -31.0772 -31.1080 -31.1360 -31.1615 -31.1848 -31.2060 -31.2253 -31.2433 -31.2594 -31.2745 -31.2884 -31.3011 -31.3131 -31.3240 -31.3342 -31.3436 -31.3523 -31.3605 -31.3680 -31.3750 -31.3816 -31.3880 -31.3937 -31.3994 -31.4046 -31.4094 -31.4140 -31.4184
